ID,KEYID,KEYSTATUSID,STARTDATE,ENDDATE,OWNERID,PERSONRESPID,NOTE
27450,26114,1,00:00.0,00:00.0,0,0,
27451,26115,1,00:00.0,00:00.0,0,0,
27452,26116,4,00:00.0,00:00.0,0,0,
27453,26117,1,00:00.0,00:00.0,0,0,
27454,26118,3,00:00.0,00:00.0,1802710,0,
27455,26119,3,00:00.0,00:00.0,1303337,0,
27456,26121,1,00:00.0,00:00.0,0,0,
27457,26122,1,00:00.0,00:00.0,0,0,
27458,26123,1,00:00.0,00:00.0,0,0,
27459,26124,3,00:00.0,00:00.0,1188605,0,
27460,26125,2,00:00.0,00:00.0,0,0,
27461,26126,1,00:00.0,00:00.0,0,0,
27462,26127,3,00:00.0,00:00.0,1315572,0,
27463,26128,1,00:00.0,00:00.0,0,0,
27464,26129,2,00:00.0,00:00.0,0,0,
27465,26130,4,00:00.0,00:00.0,0,0,
27466,26131,3,00:00.0,00:00.0,1176066,0,
27467,26132,3,00:00.0,00:00.0,1322268,0,
27468,26133,3,00:00.0,00:00.0,1230363,0,
27469,26134,3,00:00.0,00:00.0,1260266,0,
27470,26135,3,00:00.0,00:00.0,1260266,0,
27471,26136,2,00:00.0,00:00.0,0,0,
27472,26137,3,00:00.0,00:00.0,1294122,0,
27473,26138,1,00:00.0,00:00.0,0,0,
27474,26139,1,00:00.0,00:00.0,0,0,
27475,26140,1,00:00.0,00:00.0,0,0,
27476,26141,3,00:00.0,00:00.0,2100000000,0,
27477,26142,4,00:00.0,00:00.0,0,0,
27478,26143,2,00:00.0,00:00.0,0,0,
27479,26144,3,00:00.0,00:00.0,1299758,0,
27480,26145,3,00:00.0,00:00.0,1139052,0,
27481,26146,1,00:00.0,00:00.0,0,0,
27482,26147,3,00:00.0,00:00.0,1305069,0,
27483,26148,3,00:00.0,00:00.0,1135132,0,
27484,26149,3,00:00.0,00:00.0,1256829,0,
27485,26150,4,00:00.0,00:00.0,0,0,
27486,26151,4,00:00.0,00:00.0,0,0,
27487,26152,4,00:00.0,00:00.0,0,0,
27488,26153,3,00:00.0,00:00.0,1315572,0,
27489,26154,3,00:00.0,00:00.0,1341614,0,
27490,26155,3,00:00.0,00:00.0,1204684,0,
27491,26156,3,00:00.0,00:00.0,1227842,0,
27492,26157,3,00:00.0,00:00.0,1200663,0,
27493,26158,3,00:00.0,00:00.0,1260335,0,
27494,26159,3,00:00.0,00:00.0,1176066,0,
27495,26160,3,00:00.0,00:00.0,1270381,0,
27496,26161,1,00:00.0,00:00.0,0,0,
27497,26162,1,00:00.0,00:00.0,0,0,
27498,26163,3,00:00.0,00:00.0,1434825,0,
27499,26164,3,00:00.0,00:00.0,1176066,0,
27500,26165,1,00:00.0,00:00.0,0,0,
27501,26166,1,00:00.0,00:00.0,0,0,
27502,26167,1,00:00.0,00:00.0,0,0,
27503,26168,3,00:00.0,00:00.0,1338575,0,
27504,26169,1,00:00.0,00:00.0,0,0,
27505,26170,1,00:00.0,00:00.0,0,0,
27506,26171,1,00:00.0,00:00.0,0,0,
27507,26172,3,00:00.0,00:00.0,1321514,0,
27508,26173,1,00:00.0,00:00.0,0,0,
27509,26174,1,00:00.0,00:00.0,0,0,
27510,26175,1,00:00.0,00:00.0,0,0,
27511,26176,1,00:00.0,00:00.0,0,0,
27512,26177,3,00:00.0,00:00.0,1201309,0,
27513,26178,1,00:00.0,00:00.0,0,0,
27514,26179,1,00:00.0,00:00.0,0,0,
27515,26180,1,00:00.0,00:00.0,0,0,
27516,26181,1,00:00.0,00:00.0,0,0,
27517,26182,1,00:00.0,00:00.0,0,0,
27518,26183,3,00:00.0,00:00.0,1293566,0,
27519,26184,3,00:00.0,00:00.0,1247170,0,
27520,26185,3,00:00.0,00:00.0,1321904,0,
27521,26186,1,00:00.0,00:00.0,0,0,
27522,26187,1,00:00.0,00:00.0,0,0,
27523,26188,1,00:00.0,00:00.0,0,0,
27524,26189,1,00:00.0,00:00.0,0,0,
27525,26190,1,00:00.0,00:00.0,0,0,
27526,26191,2,00:00.0,00:00.0,0,0,
27527,26192,2,00:00.0,00:00.0,0,0,
27528,26193,1,00:00.0,00:00.0,0,0,
27529,26194,4,00:00.0,00:00.0,0,0,
27530,26195,4,00:00.0,00:00.0,0,0,
27531,26196,3,00:00.0,00:00.0,1293427,0,
27532,26197,3,00:00.0,00:00.0,1198371,0,
27533,26198,3,00:00.0,00:00.0,1315144,0,
27534,26199,4,00:00.0,00:00.0,0,0,
27535,26200,4,00:00.0,00:00.0,0,0,
27536,26201,3,00:00.0,00:00.0,1235850,0,
27537,26202,2,00:00.0,00:00.0,0,0,
27538,26203,3,00:00.0,00:00.0,1228759,0,
27539,26204,3,00:00.0,00:00.0,1802710,0,
27540,26205,3,00:00.0,00:00.0,1802710,0,
27541,26206,3,00:00.0,00:00.0,1298439,0,
27542,26207,3,00:00.0,00:00.0,1255032,0,
27543,26208,3,00:00.0,00:00.0,1228759,0,
27544,26209,3,00:00.0,00:00.0,1250647,0,
27545,26210,3,00:00.0,00:00.0,1255950,0,
27546,26211,3,00:00.0,00:00.0,1250648,0,
27547,26212,3,00:00.0,00:00.0,1316604,0,
27548,26213,3,00:00.0,00:00.0,1317538,0,
27549,26214,3,00:00.0,00:00.0,1257046,0,
27550,26215,3,00:00.0,00:00.0,1257046,0,
27551,26216,1,00:00.0,00:00.0,0,0,
27552,26217,3,00:00.0,00:00.0,1197255,0,
27553,26218,3,00:00.0,00:00.0,1338575,0,
27554,26220,3,00:00.0,00:00.0,1289522,0,
27555,26221,1,00:00.0,00:00.0,0,0,
27556,26222,1,00:00.0,00:00.0,0,0,
27557,26223,2,00:00.0,00:00.0,0,0,
27558,26224,1,00:00.0,00:00.0,0,0,
27559,26225,3,00:00.0,00:00.0,1295071,0,
27560,26226,3,00:00.0,00:00.0,1297618,0,
27561,26227,3,00:00.0,00:00.0,1354620,0,
27562,26228,3,00:00.0,00:00.0,1298034,0,
27563,26229,3,00:00.0,00:00.0,1206806,0,
27564,26230,3,00:00.0,00:00.0,1207732,0,
27565,26231,4,00:00.0,00:00.0,0,0,
27566,26232,4,00:00.0,00:00.0,0,0,
27567,26233,1,00:00.0,00:00.0,0,0,
27568,26234,1,00:00.0,00:00.0,0,0,
27569,26235,3,00:00.0,00:00.0,1185432,0,
27570,26236,3,00:00.0,00:00.0,1200663,0,
27571,26237,4,00:00.0,00:00.0,0,0,
27572,26238,3,00:00.0,00:00.0,1643088,0,
27573,26239,3,00:00.0,00:00.0,1139052,0,
27574,26240,3,00:00.0,00:00.0,1655322,0,
27575,26241,3,00:00.0,00:00.0,1129345,0,
27576,26242,3,00:00.0,00:00.0,1312260,0,
27577,26243,3,00:00.0,00:00.0,1276479,0,
27578,26244,3,00:00.0,00:00.0,1271359,0,
27579,26245,3,00:00.0,00:00.0,1305008,0,
27580,26246,3,00:00.0,00:00.0,1321458,0,
27581,26247,3,00:00.0,00:00.0,1194748,0,
27582,26248,1,00:00.0,00:00.0,0,0,
27583,26249,1,00:00.0,00:00.0,0,0,
27584,26252,1,00:00.0,00:00.0,0,0,
27585,26253,1,00:00.0,00:00.0,0,0,
27586,26254,1,00:00.0,00:00.0,0,0,
27587,26255,1,00:00.0,00:00.0,0,0,
27588,26256,1,00:00.0,00:00.0,0,0,
27589,26257,1,00:00.0,00:00.0,0,0,
27590,26259,1,00:00.0,00:00.0,0,0,
27591,26261,1,00:00.0,00:00.0,0,0,
27592,26262,1,00:00.0,00:00.0,0,0,
27593,26263,1,00:00.0,00:00.0,0,0,
27594,26264,1,00:00.0,00:00.0,0,0,
27595,26265,1,00:00.0,00:00.0,0,0,
27596,26266,1,00:00.0,00:00.0,0,0,
27597,26267,1,00:00.0,00:00.0,0,0,
27598,26268,1,00:00.0,00:00.0,0,0,
27599,26269,1,00:00.0,00:00.0,0,0,
27600,26270,3,00:00.0,00:00.0,1146693,0,
27601,26271,3,00:00.0,00:00.0,1121503,0,
27602,26272,3,00:00.0,00:00.0,1169234,0,
27603,26273,3,00:00.0,00:00.0,1144916,0,
27604,26274,3,00:00.0,00:00.0,1230363,0,
27605,26275,3,00:00.0,00:00.0,1186017,0,
27606,26276,1,00:00.0,00:00.0,0,0,
27607,26277,3,00:00.0,00:00.0,1143724,0,
27608,26278,3,00:00.0,00:00.0,1143724,0,
27609,26279,3,00:00.0,00:00.0,1143724,0,
27610,26280,3,00:00.0,00:00.0,1645689,0,
27611,26281,3,00:00.0,00:00.0,1645689,0,
27612,26282,4,00:00.0,00:00.0,0,0,
27613,26283,3,00:00.0,00:00.0,1169234,0,
27614,26284,3,00:00.0,00:00.0,1320404,0,
27615,26285,1,00:00.0,00:00.0,0,0,
27616,26286,1,00:00.0,00:00.0,0,0,
27617,26288,3,00:00.0,00:00.0,1373607,0,
27618,26289,3,00:00.0,00:00.0,1373607,0,
27619,26290,3,00:00.0,00:00.0,1303337,0,
27620,26291,3,00:00.0,00:00.0,1120121,0,
27621,26292,3,00:00.0,00:00.0,1257847,0,
27622,26293,4,00:00.0,00:00.0,0,0,
27623,26294,3,00:00.0,00:00.0,1312591,0,
27624,26295,4,00:00.0,00:00.0,0,0,
27625,26296,4,00:00.0,00:00.0,0,0,
27626,26297,1,00:00.0,00:00.0,0,0,
27627,26298,1,00:00.0,00:00.0,0,0,
27628,26299,3,00:00.0,00:00.0,1242142,0,
27629,26300,3,00:00.0,00:00.0,1434825,0,
27630,26301,3,00:00.0,00:00.0,1230363,0,
27631,26302,3,00:00.0,00:00.0,1353177,0,
27632,26303,3,00:00.0,00:00.0,1629245,0,
27633,26304,3,00:00.0,00:00.0,1298439,0,
27634,26306,3,00:00.0,00:00.0,1312591,0,
27635,26307,3,00:00.0,00:00.0,1251001,0,
27636,26308,3,00:00.0,00:00.0,1251001,0,
27637,26309,4,00:00.0,00:00.0,0,0,
27638,26310,4,00:00.0,00:00.0,0,0,
27639,26311,2,00:00.0,00:00.0,0,0,
27640,26312,2,00:00.0,00:00.0,0,0,
27641,26313,3,00:00.0,00:00.0,1289698,0,
27642,26314,3,00:00.0,00:00.0,1238590,0,
27643,26315,3,00:00.0,00:00.0,1315445,0,
27644,26316,3,00:00.0,00:00.0,1247368,0,
27645,26317,4,00:00.0,00:00.0,0,0,
27646,26318,3,00:00.0,00:00.0,1164668,0,
27647,26319,3,00:00.0,00:00.0,1164668,0,
27648,26320,3,00:00.0,00:00.0,1176513,0,
27649,26321,3,00:00.0,00:00.0,1230363,0,
27650,26322,3,00:00.0,00:00.0,1176513,0,
27651,26323,3,00:00.0,00:00.0,1230363,0,
35332,26872,2,00:00.0,00:00.0,1100079,0,
35333,26873,2,00:00.0,00:00.0,1100079,0,
35334,19576,3,00:00.0,00:00.0,1651194,0,
35335,26873,3,00:00.0,00:00.0,1651194,0,
35336,20473,3,00:00.0,00:00.0,1651194,0,
35337,19575,3,00:00.0,00:00.0,1337957,0,
35338,26872,3,00:00.0,00:00.0,1337957,0,
35339,20515,3,00:00.0,00:00.0,1337957,0,
35340,17263,3,00:00.0,00:00.0,1227693,0,
35341,20555,3,00:00.0,00:00.0,1227693,0,
35342,17262,3,00:00.0,00:00.0,1135251,0,
35343,17269,3,00:00.0,00:00.0,1299461,0,
35344,7461,3,00:00.0,00:00.0,1299461,0,
35345,20620,3,00:00.0,00:00.0,1299461,0,
35346,17268,3,00:00.0,00:00.0,1346382,0,
35347,7574,3,00:00.0,00:00.0,1346382,0,
35348,20623,3,00:00.0,00:00.0,1346382,0,
35349,17256,3,00:00.0,00:00.0,1337623,0,
35350,7493,3,00:00.0,00:00.0,1337623,0,
35351,20490,3,00:00.0,00:00.0,1337623,0,
35352,17259,3,00:00.0,00:00.0,1150670,0,
35353,20644,3,00:00.0,00:00.0,1150670,0,
35354,7573,3,00:00.0,00:00.0,1150670,0,
35355,7550,3,00:00.0,00:00.0,2000715,0,
35356,17241,3,00:00.0,00:00.0,2000715,0,
35357,20614,3,00:00.0,00:00.0,2000715,0,
35358,8431,3,00:00.0,00:00.0,2000715,0,
35359,17253,3,00:00.0,00:00.0,1213119,0,
35360,7464,3,00:00.0,00:00.0,1213119,0,
35361,20724,3,00:00.0,00:00.0,1213119,0,
35362,8839,3,00:00.0,00:00.0,0,0,
35363,26874,3,00:00.0,00:00.0,1788289,0,
35364,8053,3,00:00.0,00:00.0,1788289,0,
35365,19542,3,00:00.0,00:00.0,1788289,0,
35366,2419,1,00:00.0,00:00.0,0,0,
35367,13397,1,00:00.0,00:00.0,0,0,
35368,2957,3,00:00.0,00:00.0,1308933,0,
35369,26875,3,00:00.0,00:00.0,1153363,0,
35370,26876,3,00:00.0,00:00.0,1479758,0,
35371,8838,3,00:00.0,00:00.0,1341215,0,
35372,23610,3,00:00.0,00:00.0,1341215,0,
35373,12979,3,00:00.0,00:00.0,1219997,0,
35374,22855,3,00:00.0,00:00.0,1219997,0,
35375,26877,3,00:00.0,00:00.0,1271266,0,
35376,26448,3,00:00.0,00:00.0,1271266,0,
35377,25634,3,00:00.0,00:00.0,1271266,0,
35378,19136,3,00:00.0,00:00.0,1271266,0,
35379,25649,3,00:00.0,00:00.0,1271266,0,
35380,19120,2,00:00.0,00:00.0,1974884,0,
35381,26878,1,00:00.0,00:00.0,0,0,
35382,6688,3,00:00.0,00:00.0,1347331,0,
35383,26878,3,00:00.0,00:00.0,1347331,0,
35384,5580,3,00:00.0,00:00.0,1694928,0,
35385,5648,1,00:00.0,00:00.0,0,0,
35386,24876,1,00:00.0,00:00.0,0,0,
35387,12383,1,00:00.0,00:00.0,0,0,
35388,8830,3,00:00.0,00:00.0,1333005,0,
35389,21651,3,00:00.0,00:00.0,1333005,0,
35390,8669,1,00:00.0,00:00.0,0,0,
35391,14921,1,00:00.0,00:00.0,0,0,
35392,12109,1,00:00.0,00:00.0,0,0,
35393,20251,3,00:00.0,00:00.0,1690655,0,
35394,10606,3,00:00.0,00:00.0,1176848,0,
35395,8806,1,00:00.0,00:00.0,0,0,
35396,15951,1,00:00.0,00:00.0,0,0,
35397,26818,1,00:00.0,00:00.0,0,0,
35398,26848,3,00:00.0,00:00.0,1354512,0,
35399,26372,1,00:00.0,00:00.0,0,0,
35400,26451,1,00:00.0,00:00.0,0,0,
35401,24400,1,00:00.0,00:00.0,0,0,
35402,24401,1,00:00.0,00:00.0,0,0,
35403,19354,1,00:00.0,00:00.0,0,0,
35404,17207,1,00:00.0,00:00.0,0,0,
35405,12437,1,00:00.0,00:00.0,0,0,
35406,26782,1,00:00.0,00:00.0,0,0,
35407,3776,1,00:00.0,00:00.0,0,0,
35408,26783,1,00:00.0,00:00.0,0,0,
35409,3167,1,00:00.0,00:00.0,0,0,
35410,8829,3,00:00.0,00:00.0,1506343,0,
35411,21651,3,00:00.0,00:00.0,1506343,0,
35412,13708,1,00:00.0,00:00.0,0,0,
35413,26777,1,00:00.0,00:00.0,0,0,
35414,13722,1,00:00.0,00:00.0,0,0,
35415,26880,3,00:00.0,00:00.0,1297763,0,
35416,26881,1,00:00.0,00:00.0,0,0,
35417,11176,3,00:00.0,00:00.0,1927613,0,
35418,26924,3,00:00.0,00:00.0,1133620,0,
35419,11408,3,00:00.0,00:00.0,1228606,0,
35420,11409,3,00:00.0,00:00.0,1302078,0,
35421,5367,3,00:00.0,00:00.0,1272747,0,
35422,6093,3,00:00.0,00:00.0,1272747,0,
35423,26845,3,00:00.0,00:00.0,1308007,0,
35424,11410,3,00:00.0,00:00.0,1209693,0,
35425,11861,3,00:00.0,00:00.0,1320025,0,
35426,11862,3,00:00.0,00:00.0,1376074,0,
35427,11863,3,00:00.0,00:00.0,1668074,0,
35428,11864,3,00:00.0,00:00.0,1247171,0,
35429,11865,3,00:00.0,00:00.0,1235850,0,
35430,11866,3,00:00.0,00:00.0,1152798,0,
35431,11867,3,00:00.0,00:00.0,1333005,0,
35432,11868,3,00:00.0,00:00.0,1337131,0,
35433,11869,3,00:00.0,00:00.0,1522584,0,
35434,11870,3,00:00.0,00:00.0,1218440,0,
35435,11871,3,00:00.0,00:00.0,1263945,0,
35436,11872,3,00:00.0,00:00.0,1582707,0,
35437,8724,3,00:00.0,00:00.0,1260911,0,
35438,9340,3,00:00.0,00:00.0,1624286,0,
35439,25048,3,00:00.0,00:00.0,1624286,0,
35440,15862,3,00:00.0,00:00.0,1624286,0,
35441,26240,3,00:00.0,00:00.0,1624286,0,
35442,25004,3,00:00.0,00:00.0,1624286,0,
35443,26667,3,00:00.0,00:00.0,1624286,0,
35444,17360,3,00:00.0,00:00.0,1624286,0,
35445,25238,3,00:00.0,00:00.0,1624286,0,
35446,19614,3,00:00.0,00:00.0,1624286,0,
35447,26500,3,00:00.0,00:00.0,1624286,0,
35448,4194,3,00:00.0,00:00.0,1624286,0,
35449,24256,3,00:00.0,00:00.0,1624286,0,
35450,25154,3,00:00.0,00:00.0,1624286,0,
35451,18709,3,00:00.0,00:00.0,1624286,0,
35452,6620,3,00:00.0,00:00.0,1624286,0,
35453,7024,3,00:00.0,00:00.0,1624286,0,
35454,20929,1,00:00.0,00:00.0,0,0,
35455,3774,1,00:00.0,00:00.0,0,0,
35456,14643,1,00:00.0,00:00.0,0,0,
35457,14187,1,00:00.0,00:00.0,0,0,
35458,367,1,00:00.0,00:00.0,0,0,
35459,8940,1,00:00.0,00:00.0,0,0,
35460,22983,1,00:00.0,00:00.0,0,0,
35461,13341,1,00:00.0,00:00.0,0,0,
35462,13342,1,00:00.0,00:00.0,0,0,
35463,13401,1,00:00.0,00:00.0,0,0,
35464,20355,1,00:00.0,00:00.0,0,0,
35465,21150,1,00:00.0,00:00.0,0,0,
35466,24344,1,00:00.0,00:00.0,0,0,
35467,17100,1,00:00.0,00:00.0,0,0,
35468,20253,1,00:00.0,00:00.0,0,0,
35469,11179,1,00:00.0,00:00.0,0,0,
35470,24673,1,00:00.0,00:00.0,0,0,
35471,11802,1,00:00.0,00:00.0,0,0,
35472,2217,1,00:00.0,00:00.0,0,0,
35473,21832,1,00:00.0,00:00.0,0,0,
35474,11817,3,00:00.0,00:00.0,1927119,0,
35475,26884,3,00:00.0,00:00.0,1180991,0,
35476,26885,3,00:00.0,00:00.0,1135609,0,
35477,26881,3,00:00.0,00:00.0,1135609,0,
35478,26323,3,00:00.0,00:00.0,1135609,0,
35479,26612,3,00:00.0,00:00.0,1135609,0,
35480,25079,3,00:00.0,00:00.0,1135609,0,
35481,26886,1,00:00.0,00:00.0,0,0,
35482,26887,3,00:00.0,00:00.0,1272099,0,
35483,26888,1,00:00.0,00:00.0,0,0,
35484,26889,3,00:00.0,00:00.0,1285782,0,
35485,26890,3,00:00.0,00:00.0,1269308,0,
35486,26891,3,00:00.0,00:00.0,1223149,0,
35487,26892,3,00:00.0,00:00.0,1330307,0,
35488,26894,1,00:00.0,00:00.0,0,0,
35489,26895,3,00:00.0,00:00.0,1307978,0,
35490,26897,3,00:00.0,00:00.0,1293588,0,
35491,26898,3,00:00.0,00:00.0,1326165,0,
35492,26899,1,00:00.0,00:00.0,0,0,
35493,26900,3,00:00.0,00:00.0,1330308,0,
35494,26902,1,00:00.0,00:00.0,0,0,
35495,26903,1,00:00.0,00:00.0,0,0,
35496,26904,1,00:00.0,00:00.0,0,0,
35497,26905,1,00:00.0,00:00.0,0,0,
35498,26906,1,00:00.0,00:00.0,0,0,
35499,26907,1,00:00.0,00:00.0,0,0,
35500,26908,3,00:00.0,00:00.0,1294121,0,
35501,26909,1,00:00.0,00:00.0,0,0,
35502,26910,1,00:00.0,00:00.0,0,0,
35503,26911,1,00:00.0,00:00.0,0,0,
35504,26913,3,00:00.0,00:00.0,1320439,0,
35505,26907,3,00:00.0,00:00.0,1278148,0,
35506,26914,1,00:00.0,00:00.0,0,0,
35507,26915,1,00:00.0,00:00.0,0,0,
35508,26916,2,00:00.0,00:00.0,1100091,0,
35509,26917,1,00:00.0,00:00.0,0,0,
35510,26918,3,00:00.0,00:00.0,1616240,0,
35511,26919,3,00:00.0,00:00.0,1311969,0,
35512,26917,3,00:00.0,00:00.0,1146175,0,
35513,26920,1,00:00.0,00:00.0,0,0,
35514,26920,3,00:00.0,00:00.0,1122459,0,
35515,26921,1,00:00.0,00:00.0,0,0,
35516,26922,3,00:00.0,00:00.0,1135705,0,
35517,26923,3,00:00.0,00:00.0,1293024,0,
35518,11817,3,00:00.0,00:00.0,1927119,0,
35519,16376,3,00:00.0,00:00.0,1276017,0,
35520,16377,3,00:00.0,00:00.0,1276017,0,
35521,23244,3,00:00.0,00:00.0,1276017,0,
35522,15965,1,00:00.0,00:00.0,0,0,
35523,2390,1,00:00.0,00:00.0,0,0,
35524,13366,1,00:00.0,00:00.0,0,0,
35525,5415,1,00:00.0,00:00.0,0,0,
35526,21738,1,00:00.0,00:00.0,0,0,
35527,5063,1,00:00.0,00:00.0,0,0,
35528,22757,1,00:00.0,00:00.0,0,0,
35529,7555,1,00:00.0,00:00.0,0,0,
35530,17264,1,00:00.0,00:00.0,0,0,
35531,7050,3,00:00.0,00:00.0,1293546,0,
35532,20868,3,00:00.0,00:00.0,1293546,0,
35533,20869,3,00:00.0,00:00.0,1293546,0,
35534,20319,3,00:00.0,00:00.0,1293546,0,
35535,20866,3,00:00.0,00:00.0,1293546,0,
35536,20768,3,00:00.0,00:00.0,1249406,0,
35537,14044,3,00:00.0,00:00.0,1249406,0,
35538,9516,3,00:00.0,00:00.0,1249406,0,
35539,12629,3,00:00.0,00:00.0,1988204,0,
35540,21790,3,00:00.0,00:00.0,1227692,0,
35541,11873,2,00:00.0,00:00.0,0,0,
35542,11874,2,00:00.0,00:00.0,0,0,
35543,25070,3,00:00.0,00:00.0,1320439,0,
35544,25160,3,00:00.0,00:00.0,1311969,0,
35545,11875,3,00:00.0,00:00.0,1359824,0,
35546,11876,3,00:00.0,00:00.0,1359824,0,
35547,26440,3,00:00.0,00:00.0,1359824,0,
35548,25546,3,00:00.0,00:00.0,1359824,0,
35549,11877,2,00:00.0,00:00.0,0,0,
35550,11879,3,00:00.0,00:00.0,1654487,0,
35551,11880,3,00:00.0,00:00.0,1824173,0,
35552,11881,3,00:00.0,00:00.0,1448772,0,
35553,11882,3,00:00.0,00:00.0,1359824,0,
35554,11883,3,00:00.0,00:00.0,1357373,0,
35555,24339,3,00:00.0,00:00.0,1359125,0,
35556,26925,3,00:00.0,00:00.0,1798581,0,
35557,8064,1,00:00.0,00:00.0,0,0,
35558,19537,1,00:00.0,00:00.0,0,0,
35559,26874,1,00:00.0,00:00.0,0,0,
35560,672,3,00:00.0,00:00.0,1217894,0,
35561,20902,3,00:00.0,00:00.0,1217894,0,
35562,683,3,00:00.0,00:00.0,1530456,0,
35563,21068,3,00:00.0,00:00.0,1530456,0,
35564,814,3,00:00.0,00:00.0,1123152,0,
35565,26926,3,00:00.0,00:00.0,1958834,0,
35566,26927,3,00:00.0,00:00.0,1958834,0,
35567,26470,3,00:00.0,00:00.0,1958834,0,
35568,26356,3,00:00.0,00:00.0,1958834,0,
35569,26924,1,00:00.0,00:00.0,0,0,
35570,11809,3,00:00.0,00:00.0,1133620,0,
35571,8336,3,00:00.0,00:00.0,1228862,0,
35572,18643,1,00:00.0,00:00.0,0,0,
35573,7050,1,00:00.0,00:00.0,0,0,
35574,26928,1,00:00.0,00:00.0,0,0,
35575,26929,1,00:00.0,00:00.0,0,0,
35576,26930,1,00:00.0,00:00.0,0,0,
35577,26931,1,00:00.0,00:00.0,0,0,
35578,26932,1,00:00.0,00:00.0,0,0,
35579,26933,1,00:00.0,00:00.0,0,0,
35580,26934,1,00:00.0,00:00.0,0,0,
35581,26935,1,00:00.0,00:00.0,0,0,
35582,19154,3,00:00.0,00:00.0,1293573,0,
35583,26916,3,00:00.0,00:00.0,1251321,0,
35584,26896,2,00:00.0,00:00.0,1100091,0,
35585,26937,1,00:00.0,00:00.0,0,0,
35586,26938,1,00:00.0,00:00.0,0,0,
35587,26939,1,00:00.0,00:00.0,0,0,
35588,26946,1,00:00.0,00:00.0,0,0,
35589,26947,1,00:00.0,00:00.0,0,0,
35590,26948,1,00:00.0,00:00.0,0,0,
35591,26949,1,00:00.0,00:00.0,0,0,
35592,26950,1,00:00.0,00:00.0,0,0,
35593,26951,1,00:00.0,00:00.0,0,0,
35594,7992,1,00:00.0,00:00.0,0,0,
35595,18239,1,00:00.0,00:00.0,0,0,
35596,13047,1,00:00.0,00:00.0,0,0,
35597,4601,1,00:00.0,00:00.0,0,0,
35598,26964,1,00:00.0,00:00.0,0,0,
35599,1080,3,00:00.0,00:00.0,1227535,0,
35600,12605,1,00:00.0,00:00.0,0,0,
35601,25220,1,00:00.0,00:00.0,0,0,
35602,26661,1,00:00.0,00:00.0,0,0,
35603,26660,1,00:00.0,00:00.0,0,0,
35604,7962,3,00:00.0,00:00.0,1334279,0,
35605,2216,3,00:00.0,00:00.0,1334279,0,
35606,17061,1,00:00.0,00:00.0,0,0,
35607,14509,3,00:00.0,00:00.0,1227693,0,
35608,818,3,00:00.0,00:00.0,0,0,
35609,21904,1,00:00.0,00:00.0,0,0,
35610,21495,1,00:00.0,00:00.0,0,0,
35611,6388,1,00:00.0,00:00.0,0,0,
35612,15138,1,00:00.0,00:00.0,0,0,
35613,15317,1,00:00.0,00:00.0,0,0,
35614,17026,3,00:00.0,00:00.0,1694928,0,
35615,26965,3,00:00.0,00:00.0,1188605,0,
35616,26966,3,00:00.0,00:00.0,1328992,0,
35617,26928,3,00:00.0,00:00.0,1188605,0,
35618,26965,3,00:00.0,00:00.0,1328992,0,
35619,26966,3,00:00.0,00:00.0,1138806,0,
35620,19132,3,00:00.0,00:00.0,1133799,0,
35621,1002,3,00:00.0,00:00.0,1133799,0,
35622,247,3,00:00.0,00:00.0,1133799,0,
35623,26969,3,00:00.0,00:00.0,1245251,0,
35624,26970,3,00:00.0,00:00.0,1245251,0,
35625,26971,1,00:00.0,00:00.0,0,0,
35626,26972,3,00:00.0,00:00.0,1245251,0,
35627,16826,3,00:00.0,00:00.0,1245251,0,
35628,681,3,00:00.0,00:00.0,1120445,0,
35629,26975,1,00:00.0,00:00.0,0,0,
35630,26976,1,00:00.0,00:00.0,0,0,
35631,26977,1,00:00.0,00:00.0,0,0,
35632,26978,1,00:00.0,00:00.0,0,0,
35633,26979,1,00:00.0,00:00.0,0,0,
35634,26980,1,00:00.0,00:00.0,0,0,
35635,26981,1,00:00.0,00:00.0,0,0,
35636,26982,1,00:00.0,00:00.0,0,0,
35637,26985,1,00:00.0,00:00.0,0,0,
35638,26986,1,00:00.0,00:00.0,0,0,
35639,26987,1,00:00.0,00:00.0,0,0,
35640,26988,1,00:00.0,00:00.0,0,0,
35641,26989,1,00:00.0,00:00.0,0,0,
35642,26990,1,00:00.0,00:00.0,0,0,
35643,26991,1,00:00.0,00:00.0,0,0,
35644,26992,1,00:00.0,00:00.0,0,0,
35645,26993,1,00:00.0,00:00.0,0,0,
35646,26994,1,00:00.0,00:00.0,0,0,
35647,26999,1,00:00.0,00:00.0,0,0,
35648,27000,1,00:00.0,00:00.0,0,0,
35649,27001,1,00:00.0,00:00.0,0,0,
35650,27002,1,00:00.0,00:00.0,0,0,
35651,27003,3,00:00.0,00:00.0,1293482,0,
35652,27004,3,00:00.0,00:00.0,1293482,0,
35653,27005,1,00:00.0,00:00.0,0,0,
35654,27006,1,00:00.0,00:00.0,0,0,
35655,27006,3,00:00.0,00:00.0,1219997,0,
35656,2258,3,00:00.0,00:00.0,1219997,0,
35657,8834,3,00:00.0,00:00.0,1534714,0,
35658,2260,3,00:00.0,00:00.0,1534714,0,
35659,971,3,00:00.0,00:00.0,0,0,
35660,27007,3,00:00.0,00:00.0,1460181,0,
35661,27008,1,00:00.0,00:00.0,0,0,
35662,27010,3,00:00.0,00:00.0,1361438,0,
35663,7591,3,00:00.0,00:00.0,1324739,0,
