ID,KEYID,KEYSTATUSID,STARTDATE,ENDDATE,OWNERID,PERSONRESPID,NOTE
21280,16619,2,00:00.0,00:00.0,0,0,
21281,16620,2,00:00.0,00:00.0,0,0,
21282,16621,2,00:00.0,00:00.0,0,0,
21283,16622,2,00:00.0,00:00.0,0,0,
21284,16623,2,00:00.0,00:00.0,0,0,
21285,16632,2,00:00.0,00:00.0,0,0,
21286,16626,2,00:00.0,00:00.0,0,0,
21287,16627,2,00:00.0,00:00.0,0,0,
21288,16628,2,00:00.0,00:00.0,0,0,
21289,16629,2,00:00.0,00:00.0,0,0,
21290,16630,2,00:00.0,00:00.0,0,0,
21291,16633,2,00:00.0,00:00.0,0,0,
21292,16634,2,00:00.0,00:00.0,0,0,
21293,16635,2,00:00.0,00:00.0,0,0,
21294,16636,2,00:00.0,00:00.0,0,0,
21295,16637,2,00:00.0,00:00.0,0,0,
21296,16638,2,00:00.0,00:00.0,0,0,
21297,16639,2,00:00.0,00:00.0,0,0,
21298,16640,1,00:00.0,00:00.0,0,0,
21299,16641,2,00:00.0,00:00.0,0,0,
21300,16642,2,00:00.0,00:00.0,0,0,
21301,16643,2,00:00.0,00:00.0,0,0,
21302,16644,2,00:00.0,00:00.0,0,0,
21303,16615,1,00:00.0,00:00.0,0,0,
21304,16645,2,00:00.0,00:00.0,0,0,
21305,16646,2,00:00.0,00:00.0,0,0,
21306,16647,2,00:00.0,00:00.0,0,0,
21307,16648,2,00:00.0,00:00.0,0,0,
21308,16649,2,00:00.0,00:00.0,0,0,
21309,16651,2,00:00.0,00:00.0,0,0,
21310,16653,2,00:00.0,00:00.0,0,0,
21311,16654,2,00:00.0,00:00.0,0,0,
21312,16655,3,00:00.0,00:00.0,1405908,0,
21313,12077,1,00:00.0,00:00.0,0,0,
21314,12074,1,00:00.0,00:00.0,0,0,
21315,12075,1,00:00.0,00:00.0,0,0,
21316,12076,1,00:00.0,00:00.0,0,0,
21317,7168,3,00:00.0,00:00.0,1135191,0,
21318,7169,1,00:00.0,00:00.0,0,0,
21319,7170,1,00:00.0,00:00.0,0,0,
21320,12086,4,00:00.0,00:00.0,0,0,
21321,12088,1,00:00.0,00:00.0,0,0,
21322,12089,3,00:00.0,00:00.0,1178294,0,
21323,12084,2,00:00.0,00:00.0,0,0,
21324,7598,3,00:00.0,00:00.0,1671911,0,
21325,7610,4,00:00.0,00:00.0,0,0,
21326,20252,3,00:00.0,00:00.0,1620680,0,
21327,7744,1,00:00.0,00:00.0,0,0,
21328,7745,1,00:00.0,00:00.0,0,0,
21329,7747,1,00:00.0,00:00.0,0,0,
21330,7748,1,00:00.0,00:00.0,0,0,
21331,7750,1,00:00.0,00:00.0,0,0,
21332,7692,1,00:00.0,00:00.0,0,0,
21333,7655,3,00:00.0,00:00.0,1196867,0,
21334,7639,3,00:00.0,00:00.0,1246913,0,
21335,7640,3,00:00.0,00:00.0,1258401,0,
21336,7624,3,00:00.0,00:00.0,1292889,0,
21337,7672,4,00:00.0,00:00.0,0,0,
21338,7633,3,00:00.0,00:00.0,1270867,0,
21339,7626,4,00:00.0,00:00.0,0,0,
21340,7659,3,00:00.0,00:00.0,1272682,0,
21341,7682,3,00:00.0,00:00.0,1328275,0,
21342,7735,3,00:00.0,00:00.0,1293145,0,
21343,12097,3,00:00.0,00:00.0,1313133,0,
21344,12102,3,00:00.0,00:00.0,1318932,0,
21345,12091,3,00:00.0,00:00.0,1296790,0,
21346,12092,3,00:00.0,00:00.0,1292966,0,
21347,12094,2,00:00.0,00:00.0,0,0,
21348,12100,3,00:00.0,00:00.0,1316307,0,
21349,12099,3,00:00.0,00:00.0,1322328,0,
21350,12104,3,00:00.0,00:00.0,1265296,0,
21351,12107,3,00:00.0,00:00.0,1315829,0,
21352,12109,3,00:00.0,00:00.0,1332005,0,
21353,12110,2,00:00.0,00:00.0,0,0,
21354,12112,3,00:00.0,00:00.0,1177106,0,
21355,17343,3,00:00.0,00:00.0,1256205,0,
21356,18869,3,00:00.0,00:00.0,1251106,0,
21357,18870,3,00:00.0,00:00.0,1236654,0,
21358,18871,3,00:00.0,00:00.0,1314599,0,
21359,18872,3,00:00.0,00:00.0,1293262,0,
21360,18876,3,00:00.0,00:00.0,1153593,0,
21361,6667,1,00:00.0,00:00.0,0,0,
21362,6669,3,00:00.0,00:00.0,1257920,0,
21363,6670,1,00:00.0,00:00.0,0,0,
21364,6671,1,00:00.0,00:00.0,0,0,
21365,6673,1,00:00.0,00:00.0,0,0,
21366,12115,3,00:00.0,00:00.0,1320404,0,
21367,12114,3,00:00.0,00:00.0,1325581,0,
21368,12116,3,00:00.0,00:00.0,1305711,0,
21369,12118,2,00:00.0,00:00.0,0,0,
21370,12121,3,00:00.0,00:00.0,1135191,0,
21371,12122,3,00:00.0,00:00.0,1290520,0,
21372,8045,1,00:00.0,00:00.0,0,0,
21373,8457,1,00:00.0,00:00.0,0,0,
21374,8483,3,00:00.0,00:00.0,1296181,0,
21375,8484,3,00:00.0,00:00.0,1217041,0,
21376,8485,3,00:00.0,00:00.0,1293359,0,
21377,8488,3,00:00.0,00:00.0,1292966,0,
21378,8491,3,00:00.0,00:00.0,1238722,0,
21379,8495,3,00:00.0,00:00.0,1319178,0,
21380,8499,3,00:00.0,00:00.0,1315384,0,
21381,8498,3,00:00.0,00:00.0,1298406,0,
21382,8551,1,00:00.0,00:00.0,0,0,
21383,10405,3,00:00.0,00:00.0,1319178,0,
21384,10406,1,00:00.0,00:00.0,0,0,
21385,10407,3,00:00.0,00:00.0,1325581,0,
21386,10408,3,00:00.0,00:00.0,1238722,0,
21387,10409,1,00:00.0,00:00.0,0,0,
21388,10410,1,00:00.0,00:00.0,0,0,
21389,10411,3,00:00.0,00:00.0,1259361,0,
21390,10599,1,00:00.0,00:00.0,0,0,
21391,10609,3,00:00.0,00:00.0,1133803,0,
21392,10644,1,00:00.0,00:00.0,0,0,
21393,18219,3,00:00.0,00:00.0,1292889,0,
21394,18634,3,00:00.0,00:00.0,1287990,0,
21395,18297,3,00:00.0,00:00.0,1292889,0,
21396,19260,3,00:00.0,00:00.0,1321379,0,
21397,18635,3,00:00.0,00:00.0,1313133,0,
21398,18636,3,00:00.0,00:00.0,1320404,0,
21399,19671,3,00:00.0,00:00.0,1293411,0,
21400,19669,3,00:00.0,00:00.0,1320404,0,
21401,19670,2,00:00.0,00:00.0,0,0,
21402,19687,3,00:00.0,00:00.0,1177106,0,
21403,7591,3,00:00.0,00:00.0,1292851,0,
21404,7592,2,00:00.0,00:00.0,0,0,
21405,7593,3,00:00.0,00:00.0,1293411,0,
21406,7594,2,00:00.0,00:00.0,0,0,
21407,8601,3,00:00.0,00:00.0,1149174,0,
21408,8604,2,00:00.0,00:00.0,0,0,
21409,8607,3,00:00.0,00:00.0,1293332,0,
21410,8608,2,00:00.0,00:00.0,0,0,
21411,11182,3,00:00.0,00:00.0,1325581,0,
21412,11179,3,00:00.0,00:00.0,1332005,0,
21413,11181,2,00:00.0,00:00.0,0,0,
21414,10060,3,00:00.0,00:00.0,1322328,0,
21415,10063,3,00:00.0,00:00.0,1292966,0,
21416,19261,3,00:00.0,00:00.0,1318932,0,
21417,17875,3,00:00.0,00:00.0,1297346,0,
21418,17876,3,00:00.0,00:00.0,1297346,0,
21419,17877,3,00:00.0,00:00.0,1297346,0,
21420,17880,3,00:00.0,00:00.0,1292844,0,
21421,17881,3,00:00.0,00:00.0,1292844,0,
21422,17882,3,00:00.0,00:00.0,1292844,0,
21423,17884,3,00:00.0,00:00.0,1297346,0,
21424,17886,3,00:00.0,00:00.0,1297346,0,
21425,17890,3,00:00.0,00:00.0,1292844,0,
21426,17891,3,00:00.0,00:00.0,1292844,0,
21427,12125,1,00:00.0,00:00.0,0,0,
21428,12126,1,00:00.0,00:00.0,0,0,
21429,15720,1,00:00.0,00:00.0,0,0,
21430,15753,3,00:00.0,00:00.0,1324739,0,
21431,20395,1,00:00.0,00:00.0,0,0,
21432,15772,1,00:00.0,00:00.0,0,0,
21433,15771,1,00:00.0,00:00.0,0,0,
21434,15770,3,00:00.0,00:00.0,1324739,0,
21435,15775,3,00:00.0,00:00.0,1202901,0,
21436,15776,3,00:00.0,00:00.0,1220241,0,
21437,15778,3,00:00.0,00:00.0,1260223,0,
21438,15841,1,00:00.0,00:00.0,0,0,
21439,15837,1,00:00.0,00:00.0,0,0,
21440,15838,3,00:00.0,00:00.0,1296259,0,
21441,15839,1,00:00.0,00:00.0,0,0,
21442,15842,3,00:00.0,00:00.0,1325168,0,
21443,15845,3,00:00.0,00:00.0,1262263,0,
21444,12998,4,00:00.0,00:00.0,0,0,
21445,3050,1,00:00.0,00:00.0,0,0,
21446,3051,1,00:00.0,00:00.0,0,0,
21447,12127,1,00:00.0,00:00.0,0,0,
21448,12128,1,00:00.0,00:00.0,0,0,
21449,18840,3,00:00.0,00:00.0,1321379,0,
21450,12129,1,00:00.0,00:00.0,0,0,
21451,12130,1,00:00.0,00:00.0,0,0,
21452,12131,1,00:00.0,00:00.0,0,0,
21453,15685,3,00:00.0,00:00.0,1325581,0,
21454,15686,3,00:00.0,00:00.0,1318932,0,
21455,15688,1,00:00.0,00:00.0,0,0,
21456,15689,4,00:00.0,00:00.0,0,0,
21457,18207,2,00:00.0,00:00.0,0,0,
21458,15697,3,00:00.0,00:00.0,1324739,0,
21459,15698,3,00:00.0,00:00.0,1356004,0,
21460,15717,3,00:00.0,00:00.0,1321379,0,
21461,15719,3,00:00.0,00:00.0,1321098,0,
21462,15718,3,00:00.0,00:00.0,1269072,0,
21463,19609,3,00:00.0,00:00.0,1271282,0,
21464,19610,3,00:00.0,00:00.0,1271282,0,
21465,19612,3,00:00.0,00:00.0,1255949,0,
21466,19613,3,00:00.0,00:00.0,1299758,0,
21467,19614,3,00:00.0,00:00.0,1655322,0,
21468,19615,3,00:00.0,00:00.0,1271283,0,
21469,19616,3,00:00.0,00:00.0,1295305,0,
21470,19617,3,00:00.0,00:00.0,1240091,0,
21471,19611,3,00:00.0,00:00.0,1254486,0,
21472,12317,1,00:00.0,00:00.0,0,0,
21473,12310,1,00:00.0,00:00.0,0,0,
21474,12391,3,00:00.0,00:00.0,1293059,0,
21475,12393,1,00:00.0,00:00.0,0,0,
21476,12394,3,00:00.0,00:00.0,1316603,0,
21477,12392,3,00:00.0,00:00.0,1161682,0,
21478,16822,3,00:00.0,00:00.0,1292863,0,
21479,16820,3,00:00.0,00:00.0,1329655,0,
21480,16821,2,00:00.0,00:00.0,0,0,
21481,12354,3,00:00.0,00:00.0,1293040,0,
21482,12355,3,00:00.0,00:00.0,1293466,0,
21483,12362,3,00:00.0,00:00.0,1314599,0,
21484,12365,3,00:00.0,00:00.0,1202237,0,
21485,12353,4,00:00.0,00:00.0,0,0,
21486,12351,4,00:00.0,00:00.0,0,0,
21487,12352,4,00:00.0,00:00.0,0,0,
21488,12363,1,00:00.0,00:00.0,0,0,
21489,12364,3,00:00.0,00:00.0,1293049,0,
21490,12367,1,00:00.0,00:00.0,0,0,
21491,12368,1,00:00.0,00:00.0,0,0,
21492,4427,3,00:00.0,00:00.0,1324738,0,
21493,16660,2,00:00.0,00:00.0,0,0,
21494,16659,2,00:00.0,00:00.0,0,0,
21495,16665,2,00:00.0,00:00.0,0,0,
21496,12369,1,00:00.0,00:00.0,0,0,
21497,10533,1,00:00.0,00:00.0,0,0,
21498,10536,1,00:00.0,00:00.0,0,0,
21499,10534,4,00:00.0,00:00.0,0,0,
21500,10535,2,00:00.0,00:00.0,0,0,
21501,10537,3,00:00.0,00:00.0,1169234,0,
21502,10539,4,00:00.0,00:00.0,0,0,
21503,8798,1,00:00.0,00:00.0,0,0,
21504,12606,3,00:00.0,00:00.0,1276834,0,
21505,12608,2,00:00.0,00:00.0,0,0,
21506,12609,2,00:00.0,00:00.0,0,0,
21507,12611,3,00:00.0,00:00.0,1149225,0,
3076,23418,1,00:00.0,00:00.0,0,0,
3077,23425,5,00:00.0,00:00.0,0,0,
3078,23426,1,00:00.0,00:00.0,0,0,
3079,23434,1,00:00.0,00:00.0,0,0,
3080,23441,1,00:00.0,00:00.0,0,0,
3081,23446,2,00:00.0,00:00.0,0,0,
3082,23448,2,00:00.0,00:00.0,0,0,
3083,23449,1,00:00.0,00:00.0,0,0,
3084,23451,1,00:00.0,00:00.0,0,0,
3085,23455,1,00:00.0,00:00.0,0,0,
3086,23460,3,00:00.0,00:00.0,1309558,0,
3087,23474,1,00:00.0,00:00.0,0,0,
3088,23475,1,00:00.0,00:00.0,0,0,
3089,23477,1,00:00.0,00:00.0,0,0,
3090,23479,1,00:00.0,00:00.0,0,0,
3091,23494,3,00:00.0,00:00.0,1245808,0,
3092,23535,4,00:00.0,00:00.0,0,0,
3093,23538,1,00:00.0,00:00.0,0,0,
3094,23551,1,00:00.0,00:00.0,0,0,
3095,23557,3,00:00.0,00:00.0,1263945,0,
3096,23569,3,00:00.0,00:00.0,1292873,0,
3097,23600,2,00:00.0,00:00.0,0,0,
3098,23603,3,00:00.0,00:00.0,1323469,0,
3099,23604,3,00:00.0,00:00.0,1149174,0,
3100,23614,1,00:00.0,00:00.0,0,0,
3101,23636,1,00:00.0,00:00.0,0,0,
3102,23640,1,00:00.0,00:00.0,0,0,
3103,23646,1,00:00.0,00:00.0,0,0,
3104,23648,1,00:00.0,00:00.0,0,0,
3105,23660,1,00:00.0,00:00.0,0,0,
3106,23672,1,00:00.0,00:00.0,0,0,
3107,23675,1,00:00.0,00:00.0,0,0,
3108,23676,1,00:00.0,00:00.0,0,0,
3109,23678,1,00:00.0,00:00.0,0,0,
3110,23683,1,00:00.0,00:00.0,0,0,
3111,23693,3,00:00.0,00:00.0,1295524,0,
3112,23741,4,00:00.0,00:00.0,0,0,
3113,23754,1,00:00.0,00:00.0,0,0,
3114,23756,3,00:00.0,00:00.0,1242142,0,
3115,23771,1,00:00.0,00:00.0,0,0,
3116,23776,1,00:00.0,00:00.0,0,0,
3117,23777,1,00:00.0,00:00.0,0,0,
3118,23803,1,00:00.0,00:00.0,0,0,
3119,23828,2,00:00.0,00:00.0,0,0,
3120,23864,4,00:00.0,00:00.0,0,0,
3121,23865,1,00:00.0,00:00.0,0,0,
3122,23870,3,00:00.0,00:00.0,1277015,0,
3123,23925,2,00:00.0,00:00.0,0,0,
3124,23962,2,00:00.0,00:00.0,0,0,
3125,23969,2,00:00.0,00:00.0,0,0,
3126,23970,2,00:00.0,00:00.0,0,0,
3127,23985,3,00:00.0,00:00.0,1271282,0,
3128,23992,2,00:00.0,00:00.0,0,0,
3129,24020,3,00:00.0,00:00.0,1184139,0,
3130,24026,3,00:00.0,00:00.0,1135919,0,
3131,24030,3,00:00.0,00:00.0,1272103,0,
3132,24085,3,00:00.0,00:00.0,1137738,0,
3133,24089,2,00:00.0,00:00.0,0,0,
3134,24095,1,00:00.0,00:00.0,0,0,
3135,24109,3,00:00.0,00:00.0,1293411,0,
3136,24111,3,00:00.0,00:00.0,1293411,0,
3137,24125,1,00:00.0,00:00.0,0,0,
3138,24126,3,00:00.0,00:00.0,1475563,0,
3139,24134,3,00:00.0,00:00.0,1132895,0,
3140,24150,3,00:00.0,00:00.0,1164826,0,
3141,24166,1,00:00.0,00:00.0,0,0,
3142,24183,3,00:00.0,00:00.0,1293213,0,
3143,24188,4,00:00.0,00:00.0,0,0,
3144,24206,1,00:00.0,00:00.0,0,0,
3145,24210,3,00:00.0,00:00.0,1213119,0,
3146,24226,3,00:00.0,00:00.0,1321513,0,
3147,24231,3,00:00.0,00:00.0,1347715,0,
3148,24244,3,00:00.0,00:00.0,1255033,0,
3149,24267,3,00:00.0,00:00.0,1260093,0,
3150,24278,3,00:00.0,00:00.0,1305719,0,
3151,24295,4,00:00.0,00:00.0,0,0,
3152,24319,3,00:00.0,00:00.0,1293210,0,
3153,24324,1,00:00.0,00:00.0,0,0,
3154,24341,3,00:00.0,00:00.0,1260525,0,
3155,24346,1,00:00.0,00:00.0,0,0,
3156,24350,3,00:00.0,00:00.0,1142800,0,
3157,24358,3,00:00.0,00:00.0,1297619,0,
3158,24386,2,00:00.0,00:00.0,0,0,
3159,24387,2,00:00.0,00:00.0,0,0,
3160,24397,1,00:00.0,00:00.0,0,0,
3161,24398,3,00:00.0,00:00.0,1266753,0,
3162,24413,3,00:00.0,00:00.0,1198847,0,
3163,24424,3,00:00.0,00:00.0,1260267,0,
3164,24432,3,00:00.0,00:00.0,1251817,0,
3165,24438,3,00:00.0,00:00.0,1296181,0,
3166,24455,3,00:00.0,00:00.0,1321098,0,
3167,24456,3,00:00.0,00:00.0,1321098,0,
3168,24470,3,00:00.0,00:00.0,1291316,0,
3169,24471,3,00:00.0,00:00.0,1244208,0,
3170,24473,3,00:00.0,00:00.0,1199084,0,
3171,24481,3,00:00.0,00:00.0,1228759,0,
3172,24508,4,00:00.0,00:00.0,0,0,
3173,24528,2,00:00.0,00:00.0,0,0,
3174,24539,2,00:00.0,00:00.0,0,0,
3175,24540,2,00:00.0,00:00.0,0,0,
3176,24549,2,00:00.0,00:00.0,0,0,
3177,24599,3,00:00.0,00:00.0,1293411,0,
3178,24607,3,00:00.0,00:00.0,1293411,0,
3179,24620,3,00:00.0,00:00.0,1263945,0,
3180,24626,3,00:00.0,00:00.0,1277351,0,
3181,24645,3,00:00.0,00:00.0,1218153,0,
3182,24663,1,00:00.0,00:00.0,0,0,
3183,24733,3,00:00.0,00:00.0,1269289,0,
3184,24734,3,00:00.0,00:00.0,1135110,0,
3185,24738,3,00:00.0,00:00.0,1362683,0,
3186,24752,3,00:00.0,00:00.0,1299382,0,
3187,24787,2,00:00.0,00:00.0,0,0,
3188,24788,3,00:00.0,00:00.0,1353177,0,
3189,24789,3,00:00.0,00:00.0,1261259,0,
3190,24808,3,00:00.0,00:00.0,1730774,0,
3191,24858,1,00:00.0,00:00.0,0,0,
3192,20486,3,00:00.0,00:00.0,1248165,0,
3193,20490,2,00:00.0,00:00.0,0,0,
3194,20496,1,00:00.0,00:00.0,0,0,
3195,20502,2,00:00.0,00:00.0,0,0,
3196,20503,3,00:00.0,00:00.0,1293421,0,
3197,20504,3,00:00.0,00:00.0,1293421,0,
3198,20511,3,00:00.0,00:00.0,1316865,0,
3199,20522,3,00:00.0,00:00.0,1293188,0,
3200,20525,3,00:00.0,00:00.0,1269224,0,
3201,20567,3,00:00.0,00:00.0,1303337,0,
3202,24905,3,00:00.0,00:00.0,1297618,0,
3203,24907,1,00:00.0,00:00.0,0,0,
3204,24999,4,00:00.0,00:00.0,0,0,
3205,25101,2,00:00.0,00:00.0,0,0,
3206,25124,3,00:00.0,00:00.0,1293593,0,
3207,25126,1,00:00.0,00:00.0,0,0,
3208,25135,3,00:00.0,00:00.0,1137823,0,
3209,25150,4,00:00.0,00:00.0,0,0,
3210,25151,3,00:00.0,00:00.0,1321955,0,
3211,25153,3,00:00.0,00:00.0,1239004,0,
3212,25174,3,00:00.0,00:00.0,1310175,0,
3213,25185,3,00:00.0,00:00.0,1228759,0,
3214,25186,3,00:00.0,00:00.0,1327168,0,
3215,25210,3,00:00.0,00:00.0,1238590,0,
3216,25221,3,00:00.0,00:00.0,1227292,0,
3217,25245,4,00:00.0,00:00.0,0,0,
3218,25265,3,00:00.0,00:00.0,1207732,0,
3219,25271,3,00:00.0,00:00.0,1293061,0,
3220,25307,3,00:00.0,00:00.0,1302895,0,
3221,25313,3,00:00.0,00:00.0,1292906,0,
3222,25351,3,00:00.0,00:00.0,1297618,0,
3223,25358,3,00:00.0,00:00.0,1271282,0,
3224,25361,3,00:00.0,00:00.0,1133802,0,
3225,25382,3,00:00.0,00:00.0,1271282,0,
3226,25386,3,00:00.0,00:00.0,1247248,0,
3227,25395,3,00:00.0,00:00.0,1250420,0,
3228,25413,1,00:00.0,00:00.0,0,0,
3229,25414,1,00:00.0,00:00.0,0,0,
3230,25435,3,00:00.0,00:00.0,1327167,0,
3231,25465,1,00:00.0,00:00.0,0,0,
3232,25493,4,00:00.0,00:00.0,0,0,
3233,25527,3,00:00.0,00:00.0,1293167,0,
3234,25529,3,00:00.0,00:00.0,1135820,0,
3235,25534,3,00:00.0,00:00.0,1317538,0,
3236,25539,3,00:00.0,00:00.0,1305069,0,
3237,25554,3,00:00.0,00:00.0,1201309,0,
3238,25564,3,00:00.0,00:00.0,1295304,0,
3239,25577,3,00:00.0,00:00.0,1257295,0,
3240,25602,3,00:00.0,00:00.0,1207732,0,
3241,25604,4,00:00.0,00:00.0,0,0,
3242,25611,3,00:00.0,00:00.0,1292861,0,
3243,25621,3,00:00.0,00:00.0,1251001,0,
3244,25641,3,00:00.0,00:00.0,1303570,0,
3245,25650,4,00:00.0,00:00.0,0,0,
3246,25686,2,00:00.0,00:00.0,0,0,
3247,25710,2,00:00.0,00:00.0,0,0,
3248,25714,2,00:00.0,00:00.0,0,0,
3249,25716,4,00:00.0,00:00.0,0,0,
3250,25753,1,00:00.0,00:00.0,0,0,
3251,25759,3,00:00.0,00:00.0,1149173,0,
3252,25777,4,00:00.0,00:00.0,0,0,
3253,25789,3,00:00.0,00:00.0,1293411,0,
3254,25802,4,00:00.0,00:00.0,0,0,
3255,25803,1,00:00.0,00:00.0,0,0,
3256,25833,3,00:00.0,00:00.0,1152985,0,
3257,25842,3,00:00.0,00:00.0,1255949,0,
3258,25843,4,00:00.0,00:00.0,0,0,
3259,25846,3,00:00.0,00:00.0,1271282,0,
3260,25849,2,00:00.0,00:00.0,0,0,
3261,25856,3,00:00.0,00:00.0,1323078,0,
3262,25886,1,00:00.0,00:00.0,0,0,
3263,25889,3,00:00.0,00:00.0,1271282,0,
3264,25911,3,00:00.0,00:00.0,1299936,0,
3265,25981,2,00:00.0,00:00.0,0,0,
3266,25992,3,00:00.0,00:00.0,1538923,0,
3267,25998,1,00:00.0,00:00.0,0,0,
3268,25999,1,00:00.0,00:00.0,0,0,
3269,26000,3,00:00.0,00:00.0,1313678,0,
3270,26001,3,00:00.0,00:00.0,1321955,0,
3271,26002,3,00:00.0,00:00.0,1272103,0,
3272,26005,1,00:00.0,00:00.0,0,0,
3273,26006,3,00:00.0,00:00.0,1300300,0,
3274,26007,3,00:00.0,00:00.0,1251321,0,
3275,26009,3,00:00.0,00:00.0,1185040,0,
3276,26011,1,00:00.0,00:00.0,0,0,
3277,26012,2,00:00.0,00:00.0,0,0,
3278,26013,2,00:00.0,00:00.0,0,0,
3279,26014,3,00:00.0,00:00.0,1149396,0,
3280,26015,3,00:00.0,00:00.0,1133802,0,
3281,26017,3,00:00.0,00:00.0,1133802,0,
3282,26052,1,00:00.0,00:00.0,0,0,
3283,26053,4,00:00.0,00:00.0,0,0,
3284,26065,1,00:00.0,00:00.0,0,0,
3285,26084,3,00:00.0,00:00.0,1143451,0,
3286,26105,3,00:00.0,00:00.0,1169586,0,
3287,26110,1,00:00.0,00:00.0,0,0,
3288,26120,3,00:00.0,00:00.0,1255032,0,
3289,26219,1,00:00.0,00:00.0,0,0,
3290,26258,1,00:00.0,00:00.0,0,0,
3291,26260,1,00:00.0,00:00.0,0,0,
3292,26287,3,00:00.0,00:00.0,1346485,0,
3293,26305,3,00:00.0,00:00.0,1198847,0,
3294,26359,3,00:00.0,00:00.0,1275856,0,
3295,26361,3,00:00.0,00:00.0,1354408,0,
3296,26370,3,00:00.0,00:00.0,1293409,0,
3297,26372,3,00:00.0,00:00.0,1271359,0,
3298,26377,3,00:00.0,00:00.0,1137882,0,
3299,26379,3,00:00.0,00:00.0,1315260,0,
3300,26385,3,00:00.0,00:00.0,1272102,0,
3301,26386,3,00:00.0,00:00.0,1287766,0,
3302,26388,2,00:00.0,00:00.0,0,0,
3303,26392,4,00:00.0,00:00.0,0,0,
3304,26504,1,00:00.0,00:00.0,0,0,
3305,26505,3,00:00.0,00:00.0,1169234,0,
3306,26521,1,00:00.0,00:00.0,0,0,
3307,26529,3,00:00.0,00:00.0,1270128,0,
3308,26533,1,00:00.0,00:00.0,0,0,
3309,26541,3,00:00.0,00:00.0,1303184,0,
3310,26554,3,00:00.0,00:00.0,1290381,0,
3311,26595,3,00:00.0,00:00.0,1259605,0,
3312,26597,3,00:00.0,00:00.0,1580889,0,
3313,26614,3,00:00.0,00:00.0,1137823,0,
3314,26622,3,00:00.0,00:00.0,1266752,0,
3315,26654,3,00:00.0,00:00.0,1344983,0,
3316,26655,3,00:00.0,00:00.0,1344983,0,
3317,26657,2,00:00.0,00:00.0,0,0,
3318,26671,3,00:00.0,00:00.0,1326381,0,
3319,26673,2,00:00.0,00:00.0,0,0,
3320,26685,1,00:00.0,00:00.0,0,0,
3321,26686,3,00:00.0,00:00.0,1346087,0,
3322,26709,3,00:00.0,00:00.0,1617279,0,
3323,26633,1,00:00.0,00:00.0,1147029,0,
3324,8048,1,00:00.0,00:00.0,0,0,
3325,17592,1,00:00.0,00:00.0,1293017,0,
3326,15969,1,00:00.0,00:00.0,1143862,0,
3327,17010,1,00:00.0,00:00.0,1824940,0,
3328,8340,1,00:00.0,00:00.0,1335564,0,
3329,26377,1,00:00.0,00:00.0,1137882,0,
3330,20599,4,00:00.0,00:00.0,0,0,
3331,15157,3,00:00.0,00:00.0,1289532,0,
3332,6067,3,00:00.0,00:00.0,1320337,0,
3333,20450,3,00:00.0,00:00.0,1302894,0,
3334,13705,3,00:00.0,00:00.0,1257277,0,
3335,90,1,00:00.0,00:00.0,0,0,
3336,100,1,00:00.0,00:00.0,0,0,
3337,107,1,00:00.0,00:00.0,0,0,
3338,113,1,00:00.0,00:00.0,0,0,
3339,114,1,00:00.0,00:00.0,0,0,
3340,205,1,00:00.0,00:00.0,0,0,
3341,386,1,00:00.0,00:00.0,0,0,
3342,517,1,00:00.0,00:00.0,0,0,
3343,551,1,00:00.0,00:00.0,0,0,
3344,1078,1,00:00.0,00:00.0,0,0,
3345,1129,1,00:00.0,00:00.0,0,0,
3346,1201,1,00:00.0,00:00.0,0,0,
3347,1249,1,00:00.0,00:00.0,0,0,
3348,1295,1,00:00.0,00:00.0,0,0,
3349,1296,1,00:00.0,00:00.0,0,0,
3350,2191,1,00:00.0,00:00.0,0,0,
3351,2197,1,00:00.0,00:00.0,0,0,
3352,2204,1,00:00.0,00:00.0,0,0,
3353,2304,1,00:00.0,00:00.0,0,0,
3354,2383,1,00:00.0,00:00.0,0,0,
3355,2397,1,00:00.0,00:00.0,0,0,
3356,2415,1,00:00.0,00:00.0,0,0,
3357,2472,1,00:00.0,00:00.0,0,0,
3358,2473,1,00:00.0,00:00.0,0,0,
3359,2487,1,00:00.0,00:00.0,0,0,
3360,2629,1,00:00.0,00:00.0,0,0,
3361,2644,1,00:00.0,00:00.0,0,0,
3362,2654,1,00:00.0,00:00.0,0,0,
3363,2666,1,00:00.0,00:00.0,0,0,
3364,2667,1,00:00.0,00:00.0,0,0,
3365,2674,1,00:00.0,00:00.0,0,0,
3366,2680,1,00:00.0,00:00.0,0,0,
3367,2728,1,00:00.0,00:00.0,0,0,
3368,2729,1,00:00.0,00:00.0,0,0,
3369,2732,1,00:00.0,00:00.0,0,0,
3370,2747,1,00:00.0,00:00.0,0,0,
3371,2750,1,00:00.0,00:00.0,0,0,
3372,2773,1,00:00.0,00:00.0,0,0,
3373,2783,1,00:00.0,00:00.0,0,0,
3374,2813,1,00:00.0,00:00.0,0,0,
3375,2986,1,00:00.0,00:00.0,0,0,
3376,3069,1,00:00.0,00:00.0,0,0,
3377,3170,1,00:00.0,00:00.0,0,0,
3378,3180,1,00:00.0,00:00.0,0,0,
3379,3257,1,00:00.0,00:00.0,0,0,
3380,3314,1,00:00.0,00:00.0,0,0,
3381,3316,1,00:00.0,00:00.0,0,0,
3382,3334,1,00:00.0,00:00.0,0,0,
3383,3338,1,00:00.0,00:00.0,0,0,
3384,3350,1,00:00.0,00:00.0,0,0,
